normalized,stemmed text,token_count,stemmed_list,polarity_score,polarity,polarity_num
"['aplikasi', 'nya', 'memudahkan', 'pengguna', 'teman', 'trans', 'jogja', 'terima', 'kasih', 'saran', 'tambahkan', 'trans', 'jakarta', 'aplikasi', 'mitra', 'darat', 'memudahkan', 'rute', 'unduh', 'aplikasi', 'mitra', 'darat']","['aplikasi', 'nya', 'mudah', 'guna', 'teman', 'trans', 'jogja', 'terima', 'kasih', 'saran', 'tambah', 'trans', 'jakarta', 'aplikasi', 'mitra', 'darat', 'mudah', 'rute', 'unduh', 'aplikasi', 'mitra', 'darat']",207,"['aplikasi', 'nya', 'mudah', 'guna', 'teman', 'trans', 'jogja', 'terima', 'kasih', 'saran', 'tambah', 'trans', 'jakarta', 'aplikasi', 'mitra', 'darat', 'mudah', 'rute', 'unduh', 'aplikasi', 'mitra', 'darat']",14,Positive,1
"['tidak', 'kebagian', 'terushabis', 'terusjangan', 'calonya', 'yatiap', 'cekselalu', 'habisgiliran', 'informasi', 'kuotamasuk', 'sulit']","['tidak', 'bagi', 'terushabis', 'terusjangan', 'calo', 'yatiap', 'cekselalu', 'habisgiliran', 'informasi', 'kuotamasuk', 'sulit']",129,"['tidak', 'bagi', 'terushabis', 'terusjangan', 'calo', 'yatiap', 'cekselalu', 'habisgiliran', 'informasi', 'kuotamasuk', 'sulit']",-1,Negative,-1
"['bagus', 'aplikasi', 'memudahkan', 'pemudik', 'berhasil', 'tiket', 'gratis']","['bagus', 'aplikasi', 'mudah', 'mudik', 'hasil', 'tiket', 'gratis']",67,"['bagus', 'aplikasi', 'mudah', 'mudik', 'hasil', 'tiket', 'gratis']",6,Positive,1
"['joooooooooosssss', 'semoga', 'depannya', 'bagus', 'pastinya', 'bermanfaat', 'warga', 'jawa', 'timur', 'surabaya']","['joooooooooosssss', 'moga', 'depan', 'bagus', 'pasti', 'manfaat', 'warga', 'jawa', 'timur', 'surabaya']",104,"['joooooooooosssss', 'moga', 'depan', 'bagus', 'pasti', 'manfaat', 'warga', 'jawa', 'timur', 'surabaya']",11,Positive,1
"['cukup', 'baik', 'bagus', 'arah', 'jadwal', 'busnya', 'semoga', 'berkembang', 'aplikasi', 'nya']","['cukup', 'baik', 'bagus', 'arah', 'jadwal', 'bus', 'moga', 'kembang', 'aplikasi', 'nya']",89,"['cukup', 'baik', 'bagus', 'arah', 'jadwal', 'bus', 'moga', 'kembang', 'aplikasi', 'nya']",1,Positive,1
"['membantu', 'pulang', 'kampung', 'geratis', 'sayang', 'tiketnya', 'coba', 'berkali']","['bantu', 'pulang', 'kampung', 'gerat', 'sayang', 'tiket', 'coba', 'kali']",74,"['bantu', 'pulang', 'kampung', 'gerat', 'sayang', 'tiket', 'coba', 'kali']",8,Positive,1
"['semoga', 'amplikasi', 'mitradarat', 'maju', 'berkembang', 'indonesia', 'maju', 'wujudteruskan', 'pulang', 'kampung', 'gratis', 'banyank', 'banyakbiar', 'rakyat', 'senang']","['moga', 'amplikasi', 'mitradarat', 'maju', 'kembang', 'indonesia', 'maju', 'wujudteruskan', 'pulang', 'kampung', 'gratis', 'banyank', 'banyakbiar', 'rakyat', 'senang']",168,"['moga', 'amplikasi', 'mitradarat', 'maju', 'kembang', 'indonesia', 'maju', 'wujudteruskan', 'pulang', 'kampung', 'gratis', 'banyank', 'banyakbiar', 'rakyat', 'senang']",13,Positive,1
"['membantu', 'aplikasi', 'akurat', 'fitur', 'berguna', 'teman', 'mahasiswa', 'tarif', 'sayangnya', 'makassar', 'jalurnya', 'terbatas', 'memudahkan', 'perjalanan', 'didalam', 'nyaman', 'bersih', 'berac', 'driver', 'informatif', 'membantu', 'semoga', 'ke', 'depannya', 'jalurnya', 'lagii']","['bantu', 'aplikasi', 'akurat', 'fitur', 'guna', 'teman', 'mahasiswa', 'tarif', 'sayang', 'makassar', 'jalur', 'batas', 'mudah', 'jalan', 'dalam', 'nyaman', 'bersih', 'berac', 'driver', 'informatif', 'bantu', 'moga', 'ke', 'depan', 'jalur', 'lagi']",248,"['bantu', 'aplikasi', 'akurat', 'fitur', 'guna', 'teman', 'mahasiswa', 'tarif', 'sayang', 'makassar', 'jalur', 'batas', 'mudah', 'jalan', 'dalam', 'nyaman', 'bersih', 'berac', 'driver', 'informatif', 'bantu', 'moga', 'ke', 'depan', 'jalur', 'lagi']",4,Positive,1
"['titip', 'pesan', 'pemerintah', 'tolong', 'kouta', 'kasihan', 'orang', 'rantau', 'pulang', 'kampung', 'halamannya', 'karnakan', 'tiket', 'mahal', 'lipat', 'terima', 'kasih']","['titip', 'pesan', 'perintah', 'tolong', 'kouta', 'kasihan', 'orang', 'rantau', 'pulang', 'kampung', 'halaman', 'karnakan', 'tiket', 'mahal', 'lipat', 'terima', 'kasih']",169,"['titip', 'pesan', 'perintah', 'tolong', 'kouta', 'kasihan', 'orang', 'rantau', 'pulang', 'kampung', 'halaman', 'karnakan', 'tiket', 'mahal', 'lipat', 'terima', 'kasih']",14,Positive,1
"['aplikasi', 'nya', 'bagus', 'membantu', 'di', 'mana', 'letak', 'posisi', 'menunggunya', 'pengalamanku', 'lari', 'ketinggalan', 'pemberhentian']","['aplikasi', 'nya', 'bagus', 'bantu', 'di', 'mana', 'letak', 'posisi', 'tunggu', 'alam', 'lari', 'tinggal', 'henti']",116,"['aplikasi', 'nya', 'bagus', 'bantu', 'di', 'mana', 'letak', 'posisi', 'tunggu', 'alam', 'lari', 'tinggal', 'henti']",-1,Negative,-1
"['terkadang', 'aplikasi', 'pemerintah', 'benarbenar', 'bagus', 'keren', 'aplikasi', 'mitradarat', 'membantu', 'pulang', 'kampung', 'berpergian', 'fitur', 'tracking', 'busnya', 'posisi', 'mudah', 'puas', 'pengalaman', 'semoga', 'di', 'tingkat', 'kan']","['terkadang', 'aplikasi', 'perintah', 'benarbenar', 'bagus', 'keren', 'aplikasi', 'mitradarat', 'bantu', 'pulang', 'kampung', 'pergi', 'fitur', 'tracking', 'bus', 'posisi', 'mudah', 'puas', 'alam', 'moga', 'di', 'tingkat', 'kan']",229,"['terkadang', 'aplikasi', 'perintah', 'benarbenar', 'bagus', 'keren', 'aplikasi', 'mitradarat', 'bantu', 'pulang', 'kampung', 'pergi', 'fitur', 'tracking', 'bus', 'posisi', 'mudah', 'puas', 'alam', 'moga', 'di', 'tingkat', 'kan']",12,Positive,1
"['aplikasi', 'sekeren', 'pantau', 'pergerakan', 'akurat', 'lihat', 'kota', 'salah', 'aplikasi', 'bagus', 'stabil', 'ringan', 'berguna', 'pemerintah', 'maju', 'layanan', 'transportasi', 'publik', 'indonesia']","['aplikasi', 'keren', 'pantau', 'gera', 'akurat', 'lihat', 'kota', 'salah', 'aplikasi', 'bagus', 'stabil', 'ringan', 'guna', 'perintah', 'maju', 'layan', 'transportasi', 'publik', 'indonesia']",192,"['aplikasi', 'keren', 'pantau', 'gera', 'akurat', 'lihat', 'kota', 'salah', 'aplikasi', 'bagus', 'stabil', 'ringan', 'guna', 'perintah', 'maju', 'layan', 'transportasi', 'publik', 'indonesia']",2,Positive,1
"['aman', 'nyaman', 'rute', 'koridor', 'tambahan', 'menunggu', 'menyita']","['aman', 'nyaman', 'rute', 'koridor', 'tambah', 'tunggu', 'sita']",65,"['aman', 'nyaman', 'rute', 'koridor', 'tambah', 'tunggu', 'sita']",10,Positive,1
"['mengikuti', 'program', 'pulang', 'kampung', 'gratis', 'kampung', 'tuban', 'mitra', 'darat', 'aplikasi', 'membantu', 'memudahkan', 'penggunaannya', 'terima', 'kasih', 'mitra', 'darat']","['ikut', 'program', 'pulang', 'kampung', 'gratis', 'kampung', 'tuban', 'mitra', 'darat', 'aplikasi', 'bantu', 'mudah', 'guna', 'terima', 'kasih', 'mitra', 'darat']",163,"['ikut', 'program', 'pulang', 'kampung', 'gratis', 'kampung', 'tuban', 'mitra', 'darat', 'aplikasi', 'bantu', 'mudah', 'guna', 'terima', 'kasih', 'mitra', 'darat']",15,Positive,1
"['cepat', 'sampai', 'tujuan', 'busnya', 'nyaman', 'berac', 'supirnya', 'ramah']","['cepat', 'sampai', 'tuju', 'bus', 'nyaman', 'berac', 'supirnya', 'ramah']",74,"['cepat', 'sampai', 'tuju', 'bus', 'nyaman', 'berac', 'supirnya', 'ramah']",17,Positive,1
"['keren', 'jalur', 'kariangau']","['keren', 'jalur', 'kariangau']",31,"['keren', 'jalur', 'kariangau']",-4,Negative,-1
"['trans', 'kabupaten', 'bekasi']","['trans', 'kabupaten', 'bekas']",31,"['trans', 'kabupaten', 'bekas']",4,Positive,1
"['aplikasi', 'nya', 'bagus', 'berguna', 'dibandingkan', 'aplikasi', 'sekelas', 'minim', 'tracking', 'sesuai', 'mencakup', 'kendaraan', 'bagus', 'mudah']","['aplikasi', 'nya', 'bagus', 'guna', 'banding', 'aplikasi', 'kelas', 'minim', 'tracking', 'sesuai', 'cakup', 'kendara', 'bagus', 'mudah']",137,"['aplikasi', 'nya', 'bagus', 'guna', 'banding', 'aplikasi', 'kelas', 'minim', 'tracking', 'sesuai', 'cakup', 'kendara', 'bagus', 'mudah']",1,Positive,1
"['mudah', 'mudahan', 'daftarnya', 'gambang', 'tiketnya']","['mudah', 'mudah', 'daftar', 'gambang', 'tiket']",48,"['mudah', 'mudah', 'daftar', 'gambang', 'tiket']",9,Positive,1
"['bagus', 'aplikasi', 'rute', 'purbaya', 'perak', 'pembaruan', 'sulit', 'sekali', 'ngedetect', 'sampai', 'busnya', 'mohon', 'di', 'tingkat', 'kan', 'gpsnya', 'memudahkan']","['bagus', 'aplikasi', 'rute', 'purbaya', 'perak', 'baru', 'sulit', 'sekali', 'ngedetect', 'sampai', 'bus', 'mohon', 'di', 'tingkat', 'kan', 'gpsnya', 'mudah']",158,"['bagus', 'aplikasi', 'rute', 'purbaya', 'perak', 'baru', 'sulit', 'sekali', 'ngedetect', 'sampai', 'bus', 'mohon', 'di', 'tingkat', 'kan', 'gpsnya', 'mudah']",9,Positive,1
"['aplikasi', 'membantu', 'pemantauan', 'letak', 'pemberhentiannya', 'ketinggalan', 'mengestimasikan', 'dihilangkan']","['aplikasi', 'bantu', 'pantau', 'letak', 'henti', 'tinggal', 'estimasi', 'hilang']",82,"['aplikasi', 'bantu', 'pantau', 'letak', 'henti', 'tinggal', 'estimasi', 'hilang']",1,Positive,1
"['terkadang', 'efisien', 'cocok', 'perjalanan', 'pemula', 'membantu', 'fitur', 'mitra', 'darat', 'aplikasi', 'nya', 'fitur', 'money', 'keren', 'terkini']","['terkadang', 'efisien', 'cocok', 'jalan', 'mula', 'bantu', 'fitur', 'mitra', 'darat', 'aplikasi', 'nya', 'fitur', 'money', 'keren', 'kini']",140,"['terkadang', 'efisien', 'cocok', 'jalan', 'mula', 'bantu', 'fitur', 'mitra', 'darat', 'aplikasi', 'nya', 'fitur', 'money', 'keren', 'kini']",13,Positive,1
"['terima', 'kasih', 'aplikasi', 'terharu', 'aplikasi', 'pemerintah', 'seberguna', 'dibuktikan', 'penilaian', 'layak', 'bintang', 'semoga', 'transjakarta', 'kesini']","['terima', 'kasih', 'aplikasi', 'haru', 'aplikasi', 'perintah', 'guna', 'bukti', 'nilai', 'layak', 'bintang', 'moga', 'transjakarta', 'kesini']",143,"['terima', 'kasih', 'aplikasi', 'haru', 'aplikasi', 'perintah', 'guna', 'bukti', 'nilai', 'layak', 'bintang', 'moga', 'transjakarta', 'kesini']",3,Positive,1
"['aplikasi', 'bagus', 'berguna', 'masyarakatuntuk', 'saran', 'pembaruan', 'sebulan', 'menu', 'akap', 'moda', 'transportasi', 'indonesia', 'sekarang', 'majunya', 'unit', 'gpsuntuk', 'updatnya', 'informasi', 'sebanyaknya', 'aplikasi', 'pembaruan', 'swasta', 'rame']","['aplikasi', 'bagus', 'guna', 'masyarakatuntuk', 'saran', 'baru', 'bulan', 'menu', 'akap', 'moda', 'transportasi', 'indonesia', 'sekarang', 'maju', 'unit', 'gpsuntuk', 'updatnya', 'informasi', 'banyak', 'aplikasi', 'baru', 'swasta', 'rame']",240,"['aplikasi', 'bagus', 'guna', 'masyarakatuntuk', 'saran', 'baru', 'bulan', 'menu', 'akap', 'moda', 'transportasi', 'indonesia', 'sekarang', 'maju', 'unit', 'gpsuntuk', 'updatnya', 'informasi', 'banyak', 'aplikasi', 'baru', 'swasta', 'rame']",-1,Negative,-1
"['pelayanan', 'sayang', 'pendaftaran', 'tarif', 'khusus', 'biskita', 'bogor', 'terkendala', 'data', 'pendaftar', 'calon', 'pembaruan', 'online', 'disdukcapil', 'pendaftar', 'layak', 'tarif', 'khusus', 'mohon', 'perhatiannya', 'biskita', 'cintai', 'masyarakat', 'transportasi']","['layan', 'sayang', 'daftar', 'tarif', 'khusus', 'biskita', 'bogor', 'kendala', 'data', 'daftar', 'calon', 'baru', 'online', 'disdukcapil', 'daftar', 'layak', 'tarif', 'khusus', 'mohon', 'perhati', 'biskita', 'cinta', 'masyarakat', 'transportasi']",247,"['layan', 'sayang', 'daftar', 'tarif', 'khusus', 'biskita', 'bogor', 'kendala', 'data', 'daftar', 'calon', 'baru', 'online', 'disdukcapil', 'daftar', 'layak', 'tarif', 'khusus', 'mohon', 'perhati', 'biskita', 'cinta', 'masyarakat', 'transportasi']",13,Positive,1
"['masuk', 'aplikasi', 'menu', 'masukkan', 'sudah', 'masuk', 'menu', 'pulang', 'kampung', 'gratis', 'mengisi', 'kota', 'keberangkatan', 'kota', 'tujuan', 'muncul', 'data', 'daftarin', 'tolong', 'informasi', 'nya', 'mkasih']","['masuk', 'aplikasi', 'menu', 'masuk', 'sudah', 'masuk', 'menu', 'pulang', 'kampung', 'gratis', 'isi', 'kota', 'berangkat', 'kota', 'tuju', 'muncul', 'data', 'daftarin', 'tolong', 'informasi', 'nya', 'mkasih']",209,"['masuk', 'aplikasi', 'menu', 'masuk', 'sudah', 'masuk', 'menu', 'pulang', 'kampung', 'gratis', 'isi', 'kota', 'berangkat', 'kota', 'tuju', 'muncul', 'data', 'daftarin', 'tolong', 'informasi', 'nya', 'mkasih']",-4,Negative,-1
"['aplikasi', 'nya', 'bagus', 'penanda', 'warna', 'koridor', 'tolong', 'dibuat', 'pilihan', 'menu', 'bahasa', 'inggris', 'diperbanyak', 'media', 'sosialisasi', 'strategis', 'bandara']","['aplikasi', 'nya', 'bagus', 'tanda', 'warna', 'koridor', 'tolong', 'buat', 'pilih', 'menu', 'bahasa', 'inggris', 'banyak', 'media', 'sosialisasi', 'strategis', 'bandara']",171,"['aplikasi', 'nya', 'bagus', 'tanda', 'warna', 'koridor', 'tolong', 'buat', 'pilih', 'menu', 'bahasa', 'inggris', 'banyak', 'media', 'sosialisasi', 'strategis', 'bandara']",-3,Negative,-1
"['berhasil', 'daftar', 'pulang', 'kampung', 'gratis', 'kasih', 'bintang', 'aplikasi', 'program', 'pulang', 'kampung', 'gratis', 'sangatsangat', 'membantu', 'masyarakat', 'membutuhkan', 'mawas', 'perbaiki', 'kebutuhan', 'terima', 'kasih', 'mitradarat', 'pemerintah', 'gagasan', 'semoga', 'senantiasa', 'kesehatan', 'jasmani', 'rohani', 'bersyukur', 'optimisme', 'positif', 'thinking', 'maju', 'indonesiaku', 'jaya', 'negeriku']","['hasil', 'daftar', 'pulang', 'kampung', 'gratis', 'kasih', 'bintang', 'aplikasi', 'program', 'pulang', 'kampung', 'gratis', 'sangatsangat', 'bantu', 'masyarakat', 'butuh', 'mawas', 'baik', 'butuh', 'terima', 'kasih', 'mitradarat', 'perintah', 'gagas', 'moga', 'senantiasa', 'sehat', 'jasmani', 'rohani', 'syukur', 'optimisme', 'positif', 'thinking', 'maju', 'indonesia', 'jaya', 'negeri']",389,"['hasil', 'daftar', 'pulang', 'kampung', 'gratis', 'kasih', 'bintang', 'aplikasi', 'program', 'pulang', 'kampung', 'gratis', 'sangatsangat', 'bantu', 'masyarakat', 'butuh', 'mawas', 'baik', 'butuh', 'terima', 'kasih', 'mitradarat', 'perintah', 'gagas', 'moga', 'senantiasa', 'sehat', 'jasmani', 'rohani', 'syukur', 'optimisme', 'positif', 'thinking', 'maju', 'indonesia', 'jaya', 'negeri']",28,Positive,1
"['bagus', 'saran', 'aplikasi', 'keterangan', 'berangkat', 'bagusnya', 'tampilkann', 'menit', 'perjalanan', 'posisi', 'pelanggan', 'diberi', 'dipermudah']","['bagus', 'saran', 'aplikasi', 'terang', 'berangkat', 'bagus', 'tampilkann', 'menit', 'jalan', 'posisi', 'langgan', 'beri', 'mudah']",132,"['bagus', 'saran', 'aplikasi', 'terang', 'berangkat', 'bagus', 'tampilkann', 'menit', 'jalan', 'posisi', 'langgan', 'beri', 'mudah']",8,Positive,1
"['fitur', 'mudah', 'hanya', 'perlu', 'bingung', 'informasi', 'sukses', 'mitra', 'darat']","['fitur', 'mudah', 'hanya', 'perlu', 'bingung', 'informasi', 'sukses', 'mitra', 'darat']",88,"['fitur', 'mudah', 'hanya', 'perlu', 'bingung', 'informasi', 'sukses', 'mitra', 'darat']",11,Positive,1
"['aplikasi', 'mitradarat', 'recomended', 'teman', 'senang', 'berpergian', 'kota', 'transportasi', 'aplikasi', 'teman', 'mengakses', 'informasi', 'rute', 'melacak', 'posisi', 'tiaptiap', 'daerah', 'indonesia']","['aplikasi', 'mitradarat', 'recomended', 'teman', 'senang', 'pergi', 'kota', 'transportasi', 'aplikasi', 'teman', 'akses', 'informasi', 'rute', 'lacak', 'posisi', 'tiaptiap', 'daerah', 'indonesia']",197,"['aplikasi', 'mitradarat', 'recomended', 'teman', 'senang', 'pergi', 'kota', 'transportasi', 'aplikasi', 'teman', 'akses', 'informasi', 'rute', 'lacak', 'posisi', 'tiaptiap', 'daerah', 'indonesia']",3,Positive,1
"['peningkatan', 'pengembangan', 'melayani', 'pengguna', 'nasional', 'mutlak', 'pengguna', 'ke', 'depan', 'diharapkan', 'gagal', 'memuat', 'dsbnya', 'apresiasi', 'bintang']","['tingkat', 'kembang', 'layan', 'guna', 'nasional', 'mutlak', 'guna', 'ke', 'depan', 'harap', 'gagal', 'muat', 'dsbnya', 'apresiasi', 'bintang']",144,"['tingkat', 'kembang', 'layan', 'guna', 'nasional', 'mutlak', 'guna', 'ke', 'depan', 'harap', 'gagal', 'muat', 'dsbnya', 'apresiasi', 'bintang']",4,Positive,1
"['mautanya', 'tampilan', 'didownload', 'tanggal', 'maret', 'opsi', 'tracking', 'laik', 'gambar', 'contoh']","['mautanya', 'tampil', 'didownload', 'tanggal', 'maret', 'opsi', 'tracking', 'laik', 'gambar', 'contoh']",104,"['mautanya', 'tampil', 'didownload', 'tanggal', 'maret', 'opsi', 'tracking', 'laik', 'gambar', 'contoh']",-6,Negative,-1
"['terima', 'kasih', 'kemenhub', 'ditjet', 'berkat', 'aplikasi', 'mitradarat', 'daftar', 'pulang', 'kampung', 'gratis', 'mudah', 'efisien', 'tingkatkan', 'performanya', 'semoga', 'maju']","['terima', 'kasih', 'kemenhub', 'ditjet', 'berkat', 'aplikasi', 'mitradarat', 'daftar', 'pulang', 'kampung', 'gratis', 'mudah', 'efisien', 'tingkat', 'performa', 'moga', 'maju']",177,"['terima', 'kasih', 'kemenhub', 'ditjet', 'berkat', 'aplikasi', 'mitradarat', 'daftar', 'pulang', 'kampung', 'gratis', 'mudah', 'efisien', 'tingkat', 'performa', 'moga', 'maju']",16,Positive,1
"['fitur', 'ayang', 'bukakhusus', 'pulang', 'kampung', 'gratis', 'tiket', 'tersedia', 'persiapkan', 'lounching', 'aplikasi', 'nya']","['fitur', 'ayang', 'bukakhusus', 'pulang', 'kampung', 'gratis', 'tiket', 'sedia', 'siap', 'lounching', 'aplikasi', 'nya']",121,"['fitur', 'ayang', 'bukakhusus', 'pulang', 'kampung', 'gratis', 'tiket', 'sedia', 'siap', 'lounching', 'aplikasi', 'nya']",3,Positive,1
"['terbantu', 'sekali', 'tracking', 'biskita', 'real', 'time']","['bantu', 'sekali', 'tracking', 'biskita', 'real', 'time']",58,"['bantu', 'sekali', 'tracking', 'biskita', 'real', 'time']",4,Positive,1
"['bermanfaat', 'penguna', 'kendaraan', 'jalur', 'darat', 'berguna', 'pulang', 'kampung', 'lebaran', 'diadakanya', 'pulang', 'kampung', 'gratis', 'aplikasi', 'mudah', 'pendaftaranya', 'teratur', 'antre', 'offline']","['manfaat', 'penguna', 'kendara', 'jalur', 'darat', 'guna', 'pulang', 'kampung', 'lebaran', 'diadakanya', 'pulang', 'kampung', 'gratis', 'aplikasi', 'mudah', 'pendaftaranya', 'atur', 'antre', 'offline']",202,"['manfaat', 'penguna', 'kendara', 'jalur', 'darat', 'guna', 'pulang', 'kampung', 'lebaran', 'diadakanya', 'pulang', 'kampung', 'gratis', 'aplikasi', 'mudah', 'pendaftaranya', 'atur', 'antre', 'offline']",11,Positive,1
