reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
d6aefd2e-0c1e-4e19-aa74-e0693ab160ed,Nove Ananda Rw,https://play-lh.googleusercontent.com/a-/ALV-UjXcIVGSwoFOI2q4VLC13iLeZbXqE42t5p8TpKNfzZocn7WAF1MQ,"ga guna banget nyediain online tiket transportasi, pas war malah eror, jujur kecewa, sumpah ga guna banget, jelek, makin maju jaman malah makin banyak eror, niat ga si buka tiket online kai nih, tau saya klo yang pesen banyak, tapi eror dari aplikasi mu ini ga selesai selesai dari tahun kemarin, padhaal di sini banyak yang komplain tapi ga ada perubahan apa apa",5,3,6.8.1,2024-10-26 17:40:48,,,6.8.1
450190cb-e64c-4fcc-a976-99d224fd72e7,Aris Krisna,https://play-lh.googleusercontent.com/a/ACg8ocLkBIJ3YleOh9NaX-EBnz5mVcjJb9VIczZ10H3uRLi5Ud4Vqw=mo,Mempermudah perjalanan,5,0,6.9.13,2025-02-20 12:38:08,,,6.9.13
bfbffc4b-e223-4351-a51e-b18d37a28081,"ibas ,",https://play-lh.googleusercontent.com/a-/ALV-UjUv9a2iBv_992M3UqntJdMj-PE79dC43BLHqpdsI_bCm6CuxK4E,Cepat dan mudah buat kami,5,0,6.10.1,2025-02-18 14:18:26,,,6.10.1
c2de248a-5620-41d4-ab40-9b8d1a9f47bb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udh bbrp kali mau pergi/pulang dadakan selalu kebantu pesen disini & tersedia terus. tp pernah tulisan ""hanya tersedia di loket"" lumayan jd informasi tambahan jg klo di loket msh ada. masukannya: metode pembayarannya cb pake virtual account/ovo/dana ya biar ga ribed disaat mendadak pesen tiket. wktu itu pnh nyoba pake BNI mobile ga bs ujung2nya ke atm juga",5,0,1.4.4.3,2019-03-11 01:13:04,,,1.4.4.3
4590e3a8-90e3-4b42-a92d-9294934a4242,Wangga Arif mawan,https://play-lh.googleusercontent.com/a-/ALV-UjU2S21YX8y6YfarFPN2zU0ndfWTZSY11Q5Lxw_G8M-T9k4YJtdV,Bagus banget jadi GK ngantri di loket semoga st Brebes Jawa Tengah menjadi st besar tambah kereta nya amin🙏 solnya setia mau berangkat pagi sore MLM susah .. solnya GK ada keberatan pagi MLM sore ? Tolong dong stasiun Brebes tambah kereta lagi KA Majapahit sama ka Brawijaya kA Blambangan ekspres kA Gumarang KA Argo Muria bisa di perpanjang sape Brebes,5,0,6.9.13,2025-02-10 10:44:24,,,6.9.13
9536c5de-160b-495e-99eb-6270a89d3d5b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Skrg lebih mudah.. tidak perlu repot untuk cetak tiket krna sudah ada e-boarding nya diperiksa saat dikreta.. menyenangkan lebih di renovasi agar lebih baik,5,0,1.3.0.1,2018-11-21 01:30:30,,,1.3.0.1
5d76a4f3-0956-4cdf-bec3-4a47dedd7d00,yulianto raharjo,https://play-lh.googleusercontent.com/a-/ALV-UjXaSUdV4XHAfv2hddSzBPNwwc_jOy3211sMfmoWE2-gEc3GMTUh,"Alhamdulillah Aplikasi ini sangat membantu dalam informasi dan pemesanan tiket KAI.Prosesnya pun Alhamdulillah sangat mudah.Sayangnya saat pembayaran atau pembatalan tiket,Aplikasi ini tidak mensupport Bank BTN dan BSI.Sehingga jadi agak menyulitkan pembayarannya.Padahal inginnya bisa sepenuhnya transaksi melalui aplikasi ini. Mohon KAI segera mensupport Bank BTN dan BSI agar transaksi kami bisa full melalui aplikasi KAI ini. Terima kasih atas kemudahannya.",5,8,4.7.6,2021-12-21 12:40:33,,,4.7.6
2301ef4b-021f-4da7-b389-086f26d7538c,Alan Nugroho,https://play-lh.googleusercontent.com/a-/ALV-UjU0vJcRcOz468OuUwF-9lEgv2GEEztDb4R3kxqzwX15-KjhfeM,Aplikasi cukup stabil. Masukan untuk bisa otomatis mengetahui penumpang termasuk yg berhak dapat reduksi (manula). Bisa dari inputan tanggal lahir di ktp atau verifikasi sebelumnya (online),5,1,4.4.7,2021-04-06 23:00:48,,,4.4.7
8baaebc5-2e11-4de1-a8b7-2a681d532e44,Bayu Wijayanto,https://play-lh.googleusercontent.com/a-/ALV-UjW2QwiD6RPuU1Yjb7guVHdKUDec3cwFY0545EtXd0ikwF4cdB2R,"Face recognition nya kok gak ada diapp access by kai, tadinya uda daftar distasiun dengan ktp, kebalik ktpnya sama petugas & sidik jari & sukses. Gitu doang kata petugasnya. Tp pas scan gak kedetect. Cari2 internet bisa daftar di app. Tapi ternyata tidak muncul menu tersebut. Sudah install ulang app sama saja..... Update: solved, mudah-mudahan dah bisa untuk lain kali",5,14,6.3.2,2024-02-18 12:39:36,"Hai kak, silahkan sicoba kembali dengan cara masuk ke manu akun kemudian pilih registrasi face recognition",2024-02-18 12:20:59,6.3.2
ced355de-e8de-4f43-8e81-51f70ac4a20c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sebenarnya app ini sangat bagus, namun sudah 2 atau 3 kali saya harus instal ulang karena tetiba offline & tidak bisa digunakan. Data yg sudah didaftarkan tetiba log out, jd harus instal ulang. Tolong ditingkatkan ya",5,2,1.5.2.0,2019-08-27 12:41:40,"halo kak dee

terimakasih sudah menggunakan aplikasi kai access

untuk permasalahan offilen pas open aplikasi kai access silahakan on - off kan paket data kemudiam coba lagi",2019-08-27 13:52:13,1.5.2.0
88ad95c9-852a-4f66-9d94-1b05c8486353,Agustinus Gigih Setijo Nuswantoro,https://play-lh.googleusercontent.com/a-/ALV-UjUas5wv6YtS8kw8vlDUtuIED1d-bfNqnA8hb2LCDkfR1BcfGdG1,luar biasa aplikasi access kai,5,0,6.11.1,2025-03-27 06:51:23,,,6.11.1
617a51a1-3731-41f6-8314-c70807baa0db,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kpd PT. KAI.... aplikasinya masih mudah/sering error.... beberapa rute hilang dengan sendirinya... dan tiba-tiba kembali normal lagi.... dengan hormat tolong dibenahi supaya tidak mudah error lagi... terima kasih🙏,5,4,1.6.2.2,2019-11-02 09:59:52,,,1.6.2.2
e97da68d-4dc5-4dfa-a0a8-e1a3ba5bb44e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa jika memasukkan pasword selalu tidak bisa. Padahal pasword email 
saya sudah benar dan suruh cek koneksi anda padahal koneksi jaringan sangat 
bagus",5,0,1.1.1.3,2019-05-28 22:33:07,,,1.1.1.3
c90c2f25-7cd1-49ab-9078-7bdb5f507941,Sutri Yono,https://play-lh.googleusercontent.com/a/ACg8ocIFaQcyrbOCdlu9h2zYwrVRZzQdLO8Vu0co-SLLDhjGWehpHQ=mo,1.Waktu pembatalan diperpanjang.. 2.Diskon / Go Show diperbanyak tiap jalur..,5,1,6.9.13,2025-01-16 10:21:12,,,6.9.13
67d225e4-ed72-4980-8cb3-a7efd9d6b261,Pandu Rizky,https://play-lh.googleusercontent.com/a-/ALV-UjUXyTmrYK1RqUmfX1smLlRMUXX75lQpHGX8Om04liPbThb3c2NN,APLIKASI NYA SANGAT PENTING DAN BAGUS SEKALI,5,0,6.11.1,2025-03-20 16:33:57,,,6.11.1
40b3e9c3-6817-4bf7-9df4-ae191709587d,Ayin Nurdiana,https://play-lh.googleusercontent.com/a/ACg8ocI6CkR6wWbtoX0JsiZknvDaieRCMw_aymNZKlKQ2Y1Hqh0OqQ=mo,Sudah bisa log in kembali. Bagus aplikasi berjalan lancar,5,6,6.9.11,2025-01-18 02:07:43,,,6.9.11
439b6798-ce04-407e-9758-d2e3f5e78509,manunggal kawulo,https://play-lh.googleusercontent.com/a-/ALV-UjUm6aabCdcYmuxvVLszin2nLjq8vJwvgkD-jW579Y_4ZCJf4RFB,mantap keren banget banyak manfaat,5,0,6.11.2,2025-03-28 15:00:47,,,6.11.2
69603bfc-4e1b-4a52-9842-104a1beb594a,Bagus Sukma,https://play-lh.googleusercontent.com/a-/ALV-UjVmvIgg-kIxOU8AaGhyjcs1FjCTEklt_4wrRTwjqVeanP3N_PQV,"Mohon ditambahkan informasi rute berbagai argo baik antar kota maupun lokal, akan sangat membantu bagi yg masih awam perihal kereta api. Jika memang sudah ad mohon dipermudah pencarian infonya, krna saya belum bisa menemukannya. Tks.",5,0,6.0.31,2023-09-18 13:11:07,,,6.0.31
76b5f214-8023-455d-8358-df6a53d89ae4,Novi Sari,https://play-lh.googleusercontent.com/a/ACg8ocLNZZpmF00RjVaKZHDy65JM7tiA1iii2N6B0j5CiO0pcw-X_g=mo,Alhamdulillah kami sekeluarga menikmati nya bepergian dengan santai dan nyaman,5,0,6.9.13,2025-02-24 06:47:57,,,6.9.13
a0d04b45-71d6-4e10-8ebc-abdd5138b22a,Mamat Rahmat,https://play-lh.googleusercontent.com/a/ACg8ocLY_ntbRJmOMVYaVfN-5C-mQlzi8T0LTNZGcval_QtUrb7dRg=mo,"mempermudah segalanya.,., terimkasih",5,0,6.11.1,2025-03-21 08:53:57,,,6.11.1
2dbaf031-1209-4bdc-a60d-fe2fc8d24ef7,ichigo mizuki,https://play-lh.googleusercontent.com/a-/ALV-UjW-vZix59gMvpKwFmfdV1gGsf33MIeXm6zyXeeGj9LBkxZuIPpR,"Bagus, cuman kenapa saya pesen online selalu saat di gerbong di sebelah saya ada orang padahal harusnya social distancing, saya Sampat kesal mau beli 3 aja biar tidak ada yang di sebelah saya dan keluarga tapi y tidak bisa. Tolong di perbaiki masalah itu soalnya pada saat di gerbong saya jadi gak jelas duduknya malah numpang tempat duduk orang lain biar sedikit social distancing, btw di sebelah saya yang harusnya tidak ada mereka yang beli tiket di kereta langsung. (KA Lokal Merak-Rangkasbitung)",5,0,,2021-07-17 18:55:49,,,
ce21c422-5e8b-4ae7-8b29-36d7dec17b21,Muhamad Anwar Zainudin,https://play-lh.googleusercontent.com/a-/ALV-UjUkpIgJg2HN0cX-edeiDw-M5bth1jfezGhOJoCJzck6_rRyPNU,Aplikasi sangat bagus sekali lebih mudah sekarang tanpa ribet booking lagi,5,0,6.9.11,2025-01-22 10:02:18,,,6.9.11
ec260501-2fcc-45a9-86a5-23c03e7749a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bagus..tpi kecewa,bayar menggunakan atm mandiri..ketika pakai atm mandiri link kena biaya admin dan lagi,biaya admin tidak diperlihatkan dilayar...ketahuanya biaya admin distruk/nota pembayaran...klau pembayaran via atm bca/atm mandiri langsung..tidak dikenakan biaya.",5,10,1.6.2.2,2019-10-23 17:34:19,,,1.6.2.2
2373f69a-cf89-4d25-9875-a7a821ab6c04,thalita putri,https://play-lh.googleusercontent.com/a/ACg8ocKk5buGV0FMhNsHrT0VT0fihF1N3Ine3Duu8Ed8x50GBzEMNg=mo,lebih mudah untuk memesan tiket,5,0,6.10.1,2025-03-01 08:10:54,,,6.10.1
58e5f894-b748-4e93-9191-8ed2b13302c3,Prioritas GokilNal,https://play-lh.googleusercontent.com/a/ACg8ocIz5DQDtrWIkiEFHRZk0q827o694B_GUc586izaapQ3LiAP=mo,"Nyaman aja dipakai, tidak ada kendala sedikitpun.. yang ngomong jelek, emang lu gk pantes pake apk ini. Dah lebih dari 38 perjalanan sendiri bahkan bareng"" pesen tiketnya.. normal aja tuh. Rekomended buat yang gk mau ribet ngurus tiket manual.",5,0,,2022-06-06 04:50:06,"Hi Kak, Terima kasih untuk rating yang telah kamu berikan, pakai terus aplikasi KAI Access ya.",2022-06-07 02:04:51,
6547c6fb-cf9a-458a-8eb5-d6b3f1cd5dca,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Di update malah ga bisa diakses, ini seriusan ngadaiin promo ga ? Dipermudah dong akses pesen nya, masa saya gagal mulu mau pesen tiket , koneksi sudah pake wifi buka app lain kenceng cuman di kai aja bilang suruh cek koneksi , haduh mendekati promo kok malah gini , mau menikmati promo ini saya , mohon developernya segera diperbaiki ya , nanti saya naikan ratingnya kalo sudah bener",5,0,,2019-08-03 02:59:17,,,
c0568d3b-9512-4908-b201-92c542424881,BUDIONO,https://play-lh.googleusercontent.com/a-/ALV-UjW-ws3UqImItgr_jiKod2VIp8OVg9ICpiASW0TwQCzrWIDOL33M,"Mantab👍 perjalanan bagi para pemudik dg transportasi kereta api jarak jauh sangat membantu di applikasi ini, pesan tiket lebih cepat gak perlu kemana-mana duduk manis tinggal klik dah, akan tetapi dlm menghadapi lebaran thn ini 2024 susah banget untuk pemesanannya proses dlm antrian terus estimasi menitnya sering berubah, dari jam 00-01 masih blm juga ke daftar rincian kereta giliran ke buka dan klik nama kereta dan masuk mode penumpang terus klik selanjutnya kondisi muter-muter terus",5,1,6.3.2,2024-02-23 04:52:00,"Hi Kak, Terima kasih telah menggunakan aplikasi Access by KAI. Kami akan terus berupaya memberikan pengalaman terbaik untuk pengguna kami.",2023-07-25 02:06:06,6.3.2
6bba07b8-917b-48fd-93c6-f3d797e9c4c7,Umi Afrokah,https://play-lh.googleusercontent.com/a-/ALV-UjULtU2EMhQptKiyLwxpxiGhaciFz0Xx1TySrMx_xY_V6sftS5_6,maret 2025. kai access udh makin bagus pol,5,0,6.11.1,2025-03-21 14:36:31,"Hi kak, Mohon maaf atas kendalanya, bisa di informasikan untuk detail kendala error nya seperti apa ?",2022-05-09 02:21:37,6.11.1
3d736f15-22e4-4349-b093-36113020eeb9,E_215 _Lusianna Asita A.,https://play-lh.googleusercontent.com/a-/ALV-UjUWWzztMspPcgkQjwAH-FDMnuSFnksyRb7klnIPqQtXD3Qs_G6W,"Jujur kemarin sempet emosi karena eror terus tapi setelah di uninstall trs instal lagi atau instal ulang jadi bisa lancar tanpa eror, mungkin kalian yg ngalami kendala sprt aku bisa coba kayak aku uninstall trs instal ulang. Versi yg terbaru ini jadi lebih rapi dan kek fresh kekinian gitu sippp",5,1,6.0.29,2023-09-04 02:50:30,,,6.0.29
8016bd80-23ea-4ec3-882a-86c7a5bbebca,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,alhamdulillah semakin baik tidak ada lagi tambahan uang kalau bayar di mini market kalau menurut saya sih bagusan aplikasi ini dibuat ada point nya gitu per tiket jadi nantik pointnya bisa ditukar tiket atau hadiah lain gitu kan lebih seru😂 atau nggak bisa nyimpan uang di aplikasi ini jadi gak meski jauh jauh ke Atm atau mini market. terimakasih aplikasi ini sangat membantu jadi gak jauh jauh beli tiket😆,5,3,1.4.4.3,2019-05-07 03:20:09,,,1.4.4.3
30da6e45-0b82-4b34-a17f-61212c90aae2,Marjoko Joko,https://play-lh.googleusercontent.com/a-/ALV-UjXAuhY3WBxoHkuX33AoOVW6RoWYV0jojZNTe6CmfSTRqnVZ6R0,Sangat nyaman melakukan perjalanan jarak jauh pakai kereta api,5,2,6.9.4,2024-12-07 13:24:44,,,6.9.4
91483d5d-94ee-44c6-807c-2e8470c33ca5,christian wardoyo,https://play-lh.googleusercontent.com/a/ACg8ocJTh8L2kKcxxKd9TolIOWbfpPZZuULlockgF6F8teOwnSAFUQ=mo,"Sejauh ini berjalan sesuai, tidak ada gangguan yg penting, cuma beberapa fitur tracking live yang 2x perjalanan ada dan 2 kali perjalanan tidak menampilkan.. Saran tambahan mengenai bukti transaksi ( nota ) dalam pembelian rail food disertakan dalam bentuk PDF penting bagi perjalanan dinas kantor dalam klaim..",5,0,6.0.31,2023-09-22 11:53:05,"Hi kak, terima kasih atas saran dan masukannya, tentunya kami akan terus melakukan perbaikan kedepannya.",2023-09-22 14:05:52,6.0.31
389d61ca-7148-4dfa-ba53-75754517ed04,Eri Susanti,https://play-lh.googleusercontent.com/a/ACg8ocIYHWmmLJbINu3KWVLI7Rb7lrlzqP_FoZr8-v5ZrQk9V1_Oog=mo,"Menurutku aplikasinya sudah cukup bagus, tapi mau minta saran supaya kita masih bisa mengakses tiket walaupun tidak menggunakan internet. Jadi walaupun tiba tiba paket habis, masih bisa menggunakan scan qr code pada tiket. Karena scanner di petugas tidak bisa mendeteksi qr code melalui screenshot. Terimakasih",5,0,4.7.6,2024-02-21 03:35:03,,,4.7.6
25361538-a454-432b-b774-7c82500082aa,Fadli Rizaastuti,https://play-lh.googleusercontent.com/a-/ALV-UjXT7u7fmRUTqe8HK_Kq2ploi5vZmeRkx4VdgHAal0LAgKXMyxkD,"Mantap ada aplikasi ini, tidak perlu antri di stasiun atau di indomaret.",5,0,6.9.6,2025-02-14 11:36:43,,,6.9.6
95090c29-1377-4218-b7cc-6233de88447b,Nurhadi Hadi,https://play-lh.googleusercontent.com/a-/ALV-UjXXCV4ZaRaPhikfW1bJ8ruhD-10Wo8ht_bOxKrpL35bsXstiDRx,"Dengan aplikasi ini,jadi lebih enak memesan tiket dari rumah",5,0,6.10.2,2025-03-04 17:48:06,,,6.10.2
0d2a9b44-286a-4078-9a6c-c85426efd8a1,budy setyawan,https://play-lh.googleusercontent.com/a-/ALV-UjVQn-k0owyMN8Dvog1VjibKIJMAJGQhBDUbjPYtZTTUrq2od8EJ,"pembayaran dengan KAI Pay sering Trouble, di saldo sudah berkurang dan tertera berhasil,dan lunas tapi di bagian Tiket masih di kolom menunggu,, sungguh harus dibenerin, Server sering overload jadi lama loadinya dan sering error Kai Acces sudah bagus tinggal dibenahi soal diatas dn banya masukan yang lain,, tolong disegerakan demi kenyamanan customers.",5,1,5.0.5,2022-12-28 04:32:33,,,5.0.5
2ae69ff7-f2ec-458f-a22c-3e17cd89b13d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa sekarang setelah di update kalau mau ganti tempat duduk jadi gak bisa, sudah di tap tempat duduknya tapi setelah pilih gerbong gak bisa pilih tempat duduknya, masih enakan versi yang lama min jangan kau kecewakan pelanggan setiamu ini tolong di di upgrade yang lebih bagus lagi dengarkan lah keluhan semua pengguna mu ini jangan hanya mementingkan agen"" besar saja wassalam",5,0,,2019-06-08 02:30:33,,,
da79b5ee-fda2-48b8-a157-43fa4f5f5278,The Purie,https://play-lh.googleusercontent.com/a-/ALV-UjVQKOumtfmi6rkciVVKlhqyio7NLF1M8xmCc4yuP9RPnYoCt3zH,Kenapa setelah pemesanan mau pembayaran pasti logout otomatis? Dan hrus mengulang lagi seperti itu ??? Padahal dah lama make app KAI access tp bru kli nih Booking tiket mlah ga semudah dlu. . .,5,0,4.3.3,2021-06-05 23:38:48,,,4.3.3
598c9ce9-c0fc-4782-8a2e-5aee287dbf5d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi yang sangat memudahkan.. ga perlu antri di loket, beli tiket jarak deket jg ga perlu cetak lagi.. mantapp deh.. semoga bisa pake pembayaran selain link aja, ato pake mbanking gitu.. tapi semuanya udah bagus kok.. sukses selalu KAI..",5,0,1.6.1.1,2019-09-01 07:03:48,,,1.6.1.1
5646fe4e-c78b-4d64-953f-8588e9e219a2,Andi Sofyan,https://play-lh.googleusercontent.com/a-/ALV-UjUU5gXZO_H0raVO9bTYjI_mZM8i9CjRllxGiyTxtbzOIrE0qWCH,Sangat membatu perjalanan saya.. KAI memang terbaik,5,0,6.9.13,2025-01-15 07:35:23,,,6.9.13
a97708a7-abef-4878-b0b2-fc8ede17f439,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Akhirnya bisa cancel dan reschedule via app. Kejadian ga bisa cancel seperti waktu lebaran kemarin ga bakal terjadi kalau kaya gini. KAI mantap👍👍👍👍,5,0,1.3.0.1,2018-10-13 08:44:40,,,1.3.0.1
92c8e684-ea63-4572-a765-d1bc4e975692,Suripto Gdm,https://play-lh.googleusercontent.com/a/ACg8ocKd-TkoKiYHQ5aaCwofoXPi9qXLGfdZcFI4kn_d99oiR2bAcA=mo,"Baik dlm menggunakan aplikasi n membantu dalam pelanyanan ditigal dan efisien serta baik untuk kai .saya bangga bekerjaaa di perkereta apian walaupun di anak perusahan dan melayani masarakat,dan juga banyak tantangan ...trimaksh kai acces",5,0,4.4.5,2021-03-24 07:00:45,,,4.4.5
