normalized,stemmed text,token_count,stemmed_list,polarity_score,polarity,polarity_num
"['mempermudah', 'perjalanan']","['mudah', 'jalan']",18,"['mudah', 'jalan']",4,Positive,1
"['cepat', 'mudah']","['cepat', 'mudah']",18,"['cepat', 'mudah']",7,Positive,1
"['beberapa', 'terkadang', 'pergi', 'pulang', 'mendadak', 'kebantu', 'pesan', 'tersedia', 'tulisan', 'tersedia', 'loket', 'cukup', 'baik', 'informasi', 'tambahan', 'loket', 'masukannya', 'metode', 'pembayarannya', 'menggunakan', 'virtual', 'akun', 'ovo', 'dana', 'ribet', 'disaat', 'mendadak', 'pesan', 'tiket', 'Waktu', 'nyoba', 'menggunakan', 'mobile', 'ujung', 'nya']","['beberapa', 'terkadang', 'pergi', 'pulang', 'dadak', 'bantu', 'pesan', 'sedia', 'tulis', 'sedia', 'loket', 'cukup', 'baik', 'informasi', 'tambah', 'loket', 'masuk', 'metode', 'bayar', 'guna', 'virtual', 'akun', 'ovo', 'dana', 'ribet', 'saat', 'dadak', 'pesan', 'tiket', 'waktu', 'nyoba', 'guna', 'mobile', 'ujung', 'nya']",322,"['beberapa', 'terkadang', 'pergi', 'pulang', 'dadak', 'bantu', 'pesan', 'sedia', 'tulis', 'sedia', 'loket', 'cukup', 'baik', 'informasi', 'tambah', 'loket', 'masuk', 'metode', 'bayar', 'guna', 'virtual', 'akun', 'ovo', 'dana', 'ribet', 'saat', 'dadak', 'pesan', 'tiket', 'waktu', 'nyoba', 'guna', 'mobile', 'ujung', 'nya']",16,Positive,1
"['bagus', 'sekali', 'antre', 'loket', 'semoga', 'brebes', 'jawa', 'kereta', 'amin', 'soalnya', 'setia', 'berangkat', 'pagi', 'sore', 'sulit', 'soalnya', 'keberatan', 'pagi', 'sore', 'tolong', 'stasiun', 'brebes', 'kereta', 'majapahit', 'brawijaya', 'blambangan', 'ekspres', 'gumarang', 'argo', 'muria', 'perpanjang', 'sampe', 'brebes']","['bagus', 'sekali', 'antre', 'loket', 'moga', 'brebes', 'jawa', 'kereta', 'amin', 'soal', 'setia', 'berangkat', 'pagi', 'sore', 'sulit', 'soal', 'berat', 'pagi', 'sore', 'tolong', 'stasiun', 'brebes', 'kereta', 'majapahit', 'brawijaya', 'blambangan', 'ekspres', 'gumarang', 'argo', 'muria', 'panjang', 'sampe', 'brebes']",320,"['bagus', 'sekali', 'antre', 'loket', 'moga', 'brebes', 'jawa', 'kereta', 'amin', 'soal', 'setia', 'berangkat', 'pagi', 'sore', 'sulit', 'soal', 'berat', 'pagi', 'sore', 'tolong', 'stasiun', 'brebes', 'kereta', 'majapahit', 'brawijaya', 'blambangan', 'ekspres', 'gumarang', 'argo', 'muria', 'panjang', 'sampe', 'brebes']",-3,Negative,-1
"['alhamdulillah', 'aplikasi', 'membantu', 'informasi', 'pemesanan', 'tiket', 'kai', 'proses', 'nya', 'alhamdulillah', 'mudah', 'sayang', 'nya', 'pembayaran', 'pembatalan', 'tiket', 'aplikasi', 'me', 'support', 'bank', 'bisa', 'sehingga', 'menyulit', 'kan', 'pembayarannya', 'padahal', 'inginnya', 'sepenuhnya', 'transaksi', 'aplikasi', 'mohon', 'me', 'support', 'bank', 'transaksi', 'penuh', 'aplikasi', 'terima', 'kasih', 'kemudahan', 'ya']","['alhamdulillah', 'aplikasi', 'bantu', 'informasi', 'mesan', 'tiket', 'kai', 'proses', 'nya', 'alhamdulillah', 'mudah', 'sayang', 'nya', 'bayar', 'batal', 'tiket', 'aplikasi', 'me', 'support', 'bank', 'bisa', 'sehingga', 'sulit', 'kan', 'bayar', 'padahal', 'ingin', 'sepenuh', 'transaksi', 'aplikasi', 'mohon', 'me', 'support', 'bank', 'transaksi', 'penuh', 'aplikasi', 'terima', 'kasih', 'mudah', 'ya']",403,"['alhamdulillah', 'aplikasi', 'bantu', 'informasi', 'mesan', 'tiket', 'kai', 'proses', 'nya', 'alhamdulillah', 'mudah', 'sayang', 'nya', 'bayar', 'batal', 'tiket', 'aplikasi', 'me', 'support', 'bank', 'bisa', 'sehingga', 'sulit', 'kan', 'bayar', 'padahal', 'ingin', 'sepenuh', 'transaksi', 'aplikasi', 'mohon', 'me', 'support', 'bank', 'transaksi', 'penuh', 'aplikasi', 'terima', 'kasih', 'mudah', 'ya']",34,Positive,1
"['aplikasi', 'stabil', 'masukan', 'otomatis', 'penumpang', 'berhak', 'reduksi', 'manula', 'inputan', 'tanggal', 'lahir', 'verifikasi', 'online']","['aplikasi', 'stabil', 'masuk', 'otomatis', 'tumpang', 'hak', 'reduksi', 'manula', 'inputan', 'tanggal', 'lahir', 'verifikasi', 'online']",137,"['aplikasi', 'stabil', 'masuk', 'otomatis', 'tumpang', 'hak', 'reduksi', 'manula', 'inputan', 'tanggal', 'lahir', 'verifikasi', 'online']",-2,Negative,-1
"['face', 'recognition', 'di', 'aplikasi', 'access', 'kai', 'daftar', 'di', 'stasiun', 'kebalik', 'ktp', 'nya', 'petugas', 'sidik', 'jari', 'sukses', 'begitu', 'saja', 'petugasnya', 'memindai', 'ke', 'detect', 'cari', 'internet', 'daftar', 'muncul', 'menu', 'memasang', 'ulang', 'pembaruan', 'sudah', 'teratasi', 'mudah', 'an', 'terkadang']","['face', 'recognition', 'di', 'aplikasi', 'access', 'kai', 'daftar', 'di', 'stasiun', 'balik', 'ktp', 'nya', 'tugas', 'sidik', 'jari', 'sukses', 'begitu', 'saja', 'tugas', 'pindai', 'ke', 'detect', 'cari', 'internet', 'daftar', 'muncul', 'menu', 'pasang', 'ulang', 'baru', 'sudah', 'atas', 'mudah', 'an', 'terkadang']",317,"['face', 'recognition', 'di', 'aplikasi', 'access', 'kai', 'daftar', 'di', 'stasiun', 'balik', 'ktp', 'nya', 'tugas', 'sidik', 'jari', 'sukses', 'begitu', 'saja', 'tugas', 'pindai', 'ke', 'detect', 'cari', 'internet', 'daftar', 'muncul', 'menu', 'pasang', 'ulang', 'baru', 'sudah', 'atas', 'mudah', 'an', 'terkadang']",-3,Negative,-1
"['bagus', 'terkadang', 'instal', 'ulang', 'tiba', 'offline', 'data', 'didaftarkan', 'tiba', 'instal', 'ulang', 'tolong', 'di', 'tingkat', 'kan']","['bagus', 'terkadang', 'instal', 'ulang', 'tiba', 'offline', 'data', 'daftar', 'tiba', 'instal', 'ulang', 'tolong', 'di', 'tingkat', 'kan']",139,"['bagus', 'terkadang', 'instal', 'ulang', 'tiba', 'offline', 'data', 'daftar', 'tiba', 'instal', 'ulang', 'tolong', 'di', 'tingkat', 'kan']",7,Positive,1
"['aplikasi', 'access', 'kai']","['aplikasi', 'access', 'kai']",29,"['aplikasi', 'access', 'kai']",-4,Negative,-1
"['aplikasi', 'nya', 'mudah', 'sering', 'kesalahan', 'rute', 'hilang', 'tiba', 'normal', 'hormat', 'tolong', 'dibenahi', 'mudah', 'kesalahan', 'terima', 'kasih']","['aplikasi', 'nya', 'mudah', 'sering', 'salah', 'rute', 'hilang', 'tiba', 'normal', 'hormat', 'tolong', 'benah', 'mudah', 'salah', 'terima', 'kasih']",149,"['aplikasi', 'nya', 'mudah', 'sering', 'salah', 'rute', 'hilang', 'tiba', 'normal', 'hormat', 'tolong', 'benah', 'mudah', 'salah', 'terima', 'kasih']",12,Positive,1
"['aplikasi', 'bagus']","['aplikasi', 'bagus']",21,"['aplikasi', 'bagus']",-2,Negative,-1
"['bagus', 'aplikasi', 'berjalan', 'lancar']","['bagus', 'aplikasi', 'jalan', 'lancar']",40,"['bagus', 'aplikasi', 'jalan', 'lancar']",2,Positive,1
"['bagus', 'keren', 'sekali', 'manfaat']","['bagus', 'keren', 'sekali', 'manfaat']",39,"['bagus', 'keren', 'sekali', 'manfaat']",6,Positive,1
"['mohon', 'informasi', 'rute', 'argo', 'kota', 'lokal', 'membantu', 'awam', 'perihal', 'kereta', 'mohon', 'dipermudah', 'pencarian', 'informasi', 'nya', 'karena', 'menemukan', 'nya']","['mohon', 'informasi', 'rute', 'argo', 'kota', 'lokal', 'bantu', 'awam', 'perihal', 'kereta', 'mohon', 'mudah', 'cari', 'informasi', 'nya', 'karena', 'temu', 'nya']",164,"['mohon', 'informasi', 'rute', 'argo', 'kota', 'lokal', 'bantu', 'awam', 'perihal', 'kereta', 'mohon', 'mudah', 'cari', 'informasi', 'nya', 'karena', 'temu', 'nya']",8,Positive,1
"['alhamdulillah', 'sekeluarga', 'menikmati', 'bepergian', 'santai', 'nyaman']","['alhamdulillah', 'keluarga', 'nikmat', 'pergi', 'santai', 'nyaman']",68,"['alhamdulillah', 'keluarga', 'nikmat', 'pergi', 'santai', 'nyaman']",19,Positive,1
"['mempermudah', 'terima', 'kasih']","['mudah', 'terima', 'kasih']",28,"['mudah', 'terima', 'kasih']",8,Positive,1
"['bagus', 'hanya', 'pesan', 'online', 'gerbong', 'sebelah', 'orang', 'social', 'distancing', 'sempat', 'kesal', 'beli', 'sebelah', 'keluarga', 'tolong', 'perbaiki', 'gerbong', 'duduknya', 'numpang', 'duduk', 'orang', 'social', 'distancing', 'sebelah', 'beli', 'tiket', 'kereta', 'langsung', 'lokal', 'merak', 'rangkasbitung']","['bagus', 'hanya', 'pesan', 'online', 'gerbong', 'belah', 'orang', 'social', 'distancing', 'sempat', 'kesal', 'beli', 'belah', 'keluarga', 'tolong', 'baik', 'gerbong', 'duduk', 'numpang', 'duduk', 'orang', 'social', 'distancing', 'belah', 'beli', 'tiket', 'kereta', 'langsung', 'lokal', 'merak', 'rangkasbitung']",312,"['bagus', 'hanya', 'pesan', 'online', 'gerbong', 'belah', 'orang', 'social', 'distancing', 'sempat', 'kesal', 'beli', 'belah', 'keluarga', 'tolong', 'baik', 'gerbong', 'duduk', 'numpang', 'duduk', 'orang', 'social', 'distancing', 'belah', 'beli', 'tiket', 'kereta', 'langsung', 'lokal', 'merak', 'rangkasbitung']",3,Positive,1
"['aplikasi', 'bagus', 'mudah', 'rumit', 'pemesanan']","['aplikasi', 'bagus', 'mudah', 'rumit', 'mesan']",48,"['aplikasi', 'bagus', 'mudah', 'rumit', 'mesan']",-3,Negative,-1
"['bagus', 'tapi', 'kecewa', 'bayar', 'mandiri', 'ketika', 'gunakan', 'mandiri', 'link', 'kena', 'biaya', 'admin', 'lagi', 'biaya', 'admin', 'dilayar', 'ketahuanya', 'biaya', 'admin', 'struk', 'nota', 'pembayaran', 'kalau', 'pembayaran', 'bca', 'atm', 'mandiri', 'langsung', 'tidak', 'dikenakan', 'biaya']","['bagus', 'tapi', 'kecewa', 'bayar', 'mandiri', 'ketika', 'guna', 'mandiri', 'link', 'kena', 'biaya', 'admin', 'lagi', 'biaya', 'admin', 'layar', 'ketahuanya', 'biaya', 'admin', 'struk', 'nota', 'bayar', 'kalau', 'bayar', 'bca', 'atm', 'mandiri', 'langsung', 'tidak', 'kena', 'biaya']",284,"['bagus', 'tapi', 'kecewa', 'bayar', 'mandiri', 'ketika', 'guna', 'mandiri', 'link', 'kena', 'biaya', 'admin', 'lagi', 'biaya', 'admin', 'layar', 'ketahuanya', 'biaya', 'admin', 'struk', 'nota', 'bayar', 'kalau', 'bayar', 'bca', 'atm', 'mandiri', 'langsung', 'tidak', 'kena', 'biaya']",-15,Negative,-1
"['mudah', 'memesan', 'tiket']","['mudah', 'mes', 'tiket']",25,"['mudah', 'mes', 'tiket']",4,Positive,1
"['nyaman', 'dipakai', 'masalah', 'sedikitpun', 'ngomong', 'jelek', 'memang', 'pantes', 'menggunakan', 'perjalanan', 'bareng', 'pesan', 'tiketnya', 'normal', 'direkomendasikan', 'rumit', 'mengurus', 'tiket', 'manual']","['nyaman', 'pakai', 'masalah', 'sedikit', 'ngomong', 'jelek', 'memang', 'pantes', 'guna', 'jalan', 'bareng', 'pesan', 'tiket', 'normal', 'rekomendasi', 'rumit', 'urus', 'tiket', 'manual']",187,"['nyaman', 'pakai', 'masalah', 'sedikit', 'ngomong', 'jelek', 'memang', 'pantes', 'guna', 'jalan', 'bareng', 'pesan', 'tiket', 'normal', 'rekomendasi', 'rumit', 'urus', 'tiket', 'manual']",-2,Negative,-1
"['pembaruan', 'diakses', 'serius', 'mengadakan', 'promo', 'dipermudah', 'akses', 'pesan', 'gagal', 'terus', 'pesan', 'tiket', 'koneksi', 'menggunakan', 'wifi', 'buka', 'cepat', 'hanya', 'kai', 'suruh', 'koneksi', 'astaga', 'mendekati', 'promo', 'seperti', 'ini', 'menikmati', 'promo', 'mohon', 'developer', 'nya', 'diperbaiki', 'naikan', 'ratingnya', 'benar']","['baru', 'akses', 'serius', 'ada', 'promo', 'mudah', 'akses', 'pesan', 'gagal', 'terus', 'pesan', 'tiket', 'koneksi', 'guna', 'wifi', 'buka', 'cepat', 'hanya', 'kai', 'suruh', 'koneksi', 'astaga', 'dekat', 'promo', 'seperti', 'ini', 'nikmat', 'promo', 'mohon', 'developer', 'nya', 'baik', 'naik', 'ratingnya', 'benar']",318,"['baru', 'akses', 'serius', 'ada', 'promo', 'mudah', 'akses', 'pesan', 'gagal', 'terus', 'pesan', 'tiket', 'koneksi', 'guna', 'wifi', 'buka', 'cepat', 'hanya', 'kai', 'suruh', 'koneksi', 'astaga', 'dekat', 'promo', 'seperti', 'ini', 'nikmat', 'promo', 'mohon', 'developer', 'nya', 'baik', 'naik', 'ratingnya', 'benar']",36,Positive,1
"['keren', 'perjalanan', 'pemudik', 'transportasi', 'kereta', 'jarak', 'membantu', 'aplikasi', 'pesan', 'tiket', 'cepat', 'ke', 'mana', 'duduk', 'manis', 'hanya', 'perlu', 'klik', 'menghadapi', 'lebaran', 'sulit', 'sekali', 'pemesanannya', 'proses', 'antre', 'estimasi', 'menitnya', 'berubah', 'daftar', 'rincian', 'kereta', 'giliran', 'buka', 'klik', 'nama', 'kereta', 'masuk', 'mode', 'penumpang', 'klik', 'kondisi', 'muter']","['keren', 'jalan', 'mudik', 'transportasi', 'kereta', 'jarak', 'bantu', 'aplikasi', 'pesan', 'tiket', 'cepat', 'ke', 'mana', 'duduk', 'manis', 'hanya', 'perlu', 'klik', 'hadap', 'lebaran', 'sulit', 'sekali', 'mesan', 'proses', 'antre', 'estimasi', 'menit', 'ubah', 'daftar', 'rincian', 'kereta', 'gilir', 'buka', 'klik', 'nama', 'kereta', 'masuk', 'mode', 'tumpang', 'klik', 'kondisi', 'muter']",394,"['keren', 'jalan', 'mudik', 'transportasi', 'kereta', 'jarak', 'bantu', 'aplikasi', 'pesan', 'tiket', 'cepat', 'ke', 'mana', 'duduk', 'manis', 'hanya', 'perlu', 'klik', 'hadap', 'lebaran', 'sulit', 'sekali', 'mesan', 'proses', 'antre', 'estimasi', 'menit', 'ubah', 'daftar', 'rincian', 'kereta', 'gilir', 'buka', 'klik', 'nama', 'kereta', 'masuk', 'mode', 'tumpang', 'klik', 'kondisi', 'muter']",-3,Negative,-1
"['maret', 'kai', 'access', 'bagus']","['maret', 'kai', 'access', 'bagus']",35,"['maret', 'kai', 'access', 'bagus']",2,Positive,1
"['jujur', 'kemarin', 'sempat', 'emosi', 'kesalahan', 'uninstall', 'instal', 'ulang', 'lancar', 'kesalahan', 'mengalami', 'masalah', 'seperti', 'coba', 'seperti', 'uninstall', 'instal', 'ulang', 'versi', 'terbaru', 'rapi', 'segar', 'kekinian', 'begitu', 'sip']","['jujur', 'kemarin', 'sempat', 'emosi', 'salah', 'uninstall', 'instal', 'ulang', 'lancar', 'salah', 'alami', 'masalah', 'seperti', 'coba', 'seperti', 'uninstall', 'instal', 'ulang', 'versi', 'baru', 'rapi', 'segar', 'kini', 'begitu', 'sip']",240,"['jujur', 'kemarin', 'sempat', 'emosi', 'salah', 'uninstall', 'instal', 'ulang', 'lancar', 'salah', 'alami', 'masalah', 'seperti', 'coba', 'seperti', 'uninstall', 'instal', 'ulang', 'versi', 'baru', 'rapi', 'segar', 'kini', 'begitu', 'sip']",6,Positive,1
"['alhamdulillah', 'tambahan', 'uang', 'bayar', 'mini', 'market', 'lebih', 'baik', 'aplikasi', 'poin', 'begitu', 'tiket', 'nanti', 'poinnya', 'ditukar', 'tiket', 'hadiah', 'begitu', 'seru', 'tidak', 'nyimpan', 'uang', 'aplikasi', 'mini', 'market', 'terima', 'kasih', 'aplikasi', 'membantu', 'beli', 'tiket']","['alhamdulillah', 'tambah', 'uang', 'bayar', 'mini', 'market', 'lebih', 'baik', 'aplikasi', 'poin', 'begitu', 'tiket', 'nanti', 'poin', 'tukar', 'tiket', 'hadiah', 'begitu', 'seru', 'tidak', 'nyimpan', 'uang', 'aplikasi', 'mini', 'market', 'terima', 'kasih', 'aplikasi', 'bantu', 'beli', 'tiket']",296,"['alhamdulillah', 'tambah', 'uang', 'bayar', 'mini', 'market', 'lebih', 'baik', 'aplikasi', 'poin', 'begitu', 'tiket', 'nanti', 'poin', 'tukar', 'tiket', 'hadiah', 'begitu', 'seru', 'tidak', 'nyimpan', 'uang', 'aplikasi', 'mini', 'market', 'terima', 'kasih', 'aplikasi', 'bantu', 'beli', 'tiket']",17,Positive,1
"['nyaman', 'perjalanan', 'jarak', 'gunakan', 'kereta']","['nyaman', 'jalan', 'jarak', 'guna', 'kereta']",46,"['nyaman', 'jalan', 'jarak', 'guna', 'kereta']",4,Positive,1
"['berjalan', 'sesuai', 'gangguan', 'fitur', 'tracking', 'live', 'perjalanan', 'terkadang', 'perjalanan', 'menampilkan', 'saran', 'tambahan', 'bukti', 'transaksi', 'nota', 'pembelian', 'rail', 'food', 'dilampirkan', 'bentuk', 'perjalanan', 'dinas', 'kantor', 'klaim']","['jalan', 'sesuai', 'ganggu', 'fitur', 'tracking', 'live', 'jalan', 'terkadang', 'jalan', 'tampil', 'saran', 'tambah', 'bukti', 'transaksi', 'nota', 'beli', 'rail', 'food', 'lampir', 'bentuk', 'jalan', 'dinas', 'kantor', 'klaim']",229,"['jalan', 'sesuai', 'ganggu', 'fitur', 'tracking', 'live', 'jalan', 'terkadang', 'jalan', 'tampil', 'saran', 'tambah', 'bukti', 'transaksi', 'nota', 'beli', 'rail', 'food', 'lampir', 'bentuk', 'jalan', 'dinas', 'kantor', 'klaim']",18,Positive,1
"['menurut', 'saya', 'aplikasi', 'nya', 'bagus', 'saran', 'mengakses', 'tiket', 'internet', 'kuota', 'habis', 'memindai', 'kode', 'tiket', 'scanner', 'petugas', 'mendeteksi', 'kode', 'tangkap', 'layar', 'terima', 'kasih']","['turut', 'saya', 'aplikasi', 'nya', 'bagus', 'saran', 'akses', 'tiket', 'internet', 'kuota', 'habis', 'pindai', 'kode', 'tiket', 'scanner', 'tugas', 'deteksi', 'kode', 'tangkap', 'layar', 'terima', 'kasih']",207,"['turut', 'saya', 'aplikasi', 'nya', 'bagus', 'saran', 'akses', 'tiket', 'internet', 'kuota', 'habis', 'pindai', 'kode', 'tiket', 'scanner', 'tugas', 'deteksi', 'kode', 'tangkap', 'layar', 'terima', 'kasih']",-9,Negative,-1
"['bagus', 'aplikasi', 'antre', 'stasiun', 'indomaret']","['bagus', 'aplikasi', 'antre', 'stasiun', 'indomaret']",54,"['bagus', 'aplikasi', 'antre', 'stasiun', 'indomaret']",-2,Negative,-1
"['aplikasi', 'inijadi', 'nyaman', 'memesan', 'tiket', 'rumah']","['aplikasi', 'inijadi', 'nyaman', 'mes', 'tiket', 'rumah']",58,"['aplikasi', 'inijadi', 'nyaman', 'mes', 'tiket', 'rumah']",3,Positive,1
