score,content
5,"bru pake, sejauh ini blm mendapatkan kendala"
5,sangat bagus dan membantu
5,seneng naik MRT nyaman dan.cepat
5,lumayan sangat membantu
5,mudah & membantu
5,masih dlm pemcobaan. smoga bermakana buat kepegian nanti
5,bagus dan cepat
5,Bagus kok tidak ada kendala
5,aplikasi sangat bagus
5,aplikasi yang mendukung user MRT
5,selalu memuaskan naik mrt
5,mudah dan bagus MRT jakarta
5,terimakasih jakarta sehat selalu ya
5,pelayanan yang sangat baik
5,bagus dan mudah
5,mantap sangat memudahkan masyarakat
5,"Bintang 4 dulu , belum di coba"
5,pelayanannya bagus
5,Alhamdulillah semakin keren
5,Benar benar membantu sebagai etiket buat naik MRT
5,sangat baikk sangat ramah
5,akses jadi mudah
5,sangat membantunsaya baru donload terimakash
5,aplikasi ini sangat membantu saya
5,keren bgt appnya
5,Perubahan adalah wujud untuk kemajuan kesejahteraan masyarakat.
5,keren. sangat efisein waktu.
5,bagus dan membantu
5,aplikasi sangat baik
5,Sukses terus buat MRT-J kedepan nya
5,bagus dan memudahkan
5,pengalaman pertama nieehhh.semoga seru dan menyenangkan
5,App Bagus dan bermanfaat
5,Aplikasinya membantu banget
5,naik MRT supaya tidak macet
5,"baru mau nyoba sihh, bismillahirrahmanirrahim"
5,MRT waktu perjalanan jd pasti
5,Semoga lancar pemakaiannya
5,modern transportasi DKI
5,mencoba menggunakan aplikasi mrtj
5,pelayanan bagus
5,msh pelajari aplikasi nya
5,Applikasi ya keren..
5,proses register member pemula copat
5,good sangat cepat
5,nyaman dan okk bngt mrt
5,bagus dan bermanfaat
5,sangat mengagumkan...
5,mrt nyaman banget
5,Sangat berguna bagi rakyat
5,Mantap aplikasi mrtnya
5,semoga bnyk promo naik mrt
5,"Mantul...bersih,nyaman,aman.."
5,aplikasi nya keren
5,"bagus , bermanfaat"
5,Pelayanan Penjualan Ticket tidak buka.
5,mudah digunakan
5,sangat menyenangkan
5,Semoga Dengan Tranportasi MRT lancar
5,"mrt Jakarta, merubah wajah Jakarta, i love Jakarta"
5,menyenangkan sekali bergabung di MRTJ
5,proses pembuatan Akun mudah
5,wih keren ngebantu
5,Gak bisa di buka
5,baru mulai pake...semoga bermanfaat
5,Sangat bermafaat
5,sangat bermanfaat
5,Aplikasi yang bagus 👍
5,sangat membantu
5,Sangat membantu
5,sangat membantu
1,"Bukan rating untuk aplikasi, hanya saja mungkin kalau nulis disini lebih memungkinkan tersampaikan. Saran saya, sebaiknya bisa di training lagi untuk petugas ticketing pintu keluar lebak bulus hari ini 18 okt 2024 pukul +/- 09.10 WIB, agar lebih ramah terutama pada pelanggan baru."
1,Apaan sih sekarang di stasiun Lebak bulus pintu masuknya cuma 1 sisi aja.. Kita yang dari arah parkiran resmi jadi jalan kejauhan.. Mana kalau lagi ramai jadi ngantri lagi masuknya.. Ini bintang 1 utk stasiun Lebak bulus bulan aplikasi.. Kalau aplikasi sdh baik
1,Kurang bagus sistem pembayarannya. Harusnya bisa edit nmr gopay atau dana pas mau bayarnya. Karna ga semua org nomor wa/Email singkron ke gopay/dana. Klo bisa jg ada sistem pembayaran virtual account. JD sy uninstall apk ini.
1,Disaat mau pembayaran selalu gak bisa. Padahal sinyal full 5g tetep aja cuma muncul layar putih
1,kode OTP gak dikirim2 ke WA padahal sinyal uda lancar
1,"Ribet !!! Sistem beli tiket, Kudu nentuin tujuan dulu di app. Ga langsung potong kayak pake e-money. Rikues update berikutnya pake sistem kayak commuterline. Scan masuk gerbang sejumlah saldo otomatis di potong dan sisanya di refund pas keluar gate. Plus tambahin support NFC jadi tinggal tap hp kayak pake emoney."
1,"Pilihan pembayaran kacau amat. Bukannya ada pilihan pembayaran e-wallet popular kaya gopay, ovo, dana, ini malah pake e-wallet ga jelas yg gatau siapa coba yang punya & pake. Gitu pun pembayaran bank juga ga jelas cuma bisa dari bank entah mana itu, padahal tinggal dibuatin virtual account aja beres bisa transfer semua bang. Kesannya kaya bikin aplikasi ga niat buat mempermudah pengguna tapi yg penting dapet komisi dari vendor aja."
1,"Aplikasi tol0l dikit2 ada notif harus diperbarui, dikit2 ada notif harus diperbarui.. Gblk emang bikin kesel pengguna aja, auto unistall"
1,"Metode pembayaran hanya bisa melalui astrapay, isaku, & blu. Ini sama saja membatasi orang utk naik MRT. Okupansi MRT 180 ribu, tapi rata2 cuma terpakai 80 ribu alias kurang dari setengah kapasitas. Klo mau maksimal harusnya perluas kanal metode pembayaran, terutama yg sdh populer, seperti shopeepay, gopay, & via mobile banking."
1,"Tadi saya daftar memakai email dan nomor telepon, ketika sudah dapat kode otp lalu saya masukkan koq gak bisa. Terus saya minta kode otp lagi tiba-tiba aplikasinya ngelag terus dapat kiriman wa otpnya banyak, pas mau daftar lagi register failed, saya gak tahu mau daftar kaya gimana lagi. Akhirnya saya nyerah aja. Saya pikir aplikasi ini tidak ada maintenance nya."
1,"Tidak bisa mendaftar, selalu muncul notifikasi internal error"
1,"Aplikasi yg awalnya bagus bgt,tapi setelah cuma bisa payment pakek 2 e-wallet ga jelas jadi parah bgt.. mending KLO bisa payment, ini kagak bisa.. trus gimana ?? Kacauuuu"
1,"Aplikasi sangat merugikan, lebih dari 5 kali dengan kasus yg sama ketika saat melakukan pembayaran melalui isaku seperti terjadi trouble dan gagal sehingga saya mengetik ulang dan melakukan pembayaran lg, alhasil sy beli 2 tiket yg sma padahal yg pertama trauble.rugi bnget si. Akan saya uninstall sih.gak berguna"
1,"Mau bayar pake BLU g bisa, mau verifikasi akun g bisa, selesai login selalu ada tulisan: fail to fetch data from server. E-walletnya tolong diperbanyak, seperti LinkAja, OVO, Dana, dll."
1,"tolong keterangan pengiriman otp disaat registrasi diperjelas. kalau otp dikirimkan ke whatsapp, ya ditulis kalau dikirimnya ke whatsapp. ini malah ditulis sms, malah masuknya ke whatsapp. gimana sih."
1,"Aplikasi ini sangat tidak bagus. Ketika daftar, 4 kode yg dikirimkan ke whatsapp tidak pernah terkirim. Lalu coba kirim ulang masih tidak terkirim sampai sekarang, padahal nomor hape sudah benar. Tidak ada notif di email juga."
1,"Kenapa aplikasinya selalu keluar sendiri? Padahal mau verifikasi ktp dan ngisi indentitas lainya. Pas mau mesen tiket juga sering keluar sendiri, padahal sinyal bagus, udah pakek data dan wifi tetep aja keluar sendiri. Ini kenapa error app nya? Mohon developer segera memeberikan solusi dan memperbaikinya."
1,"aplikasi eror mulu... distasiun blok a ngak bisa dipake sekalinya bisa lemot....selalu dibilang ngk ada internet pdhl wa, youtube yg lain nya bisa. dulu dulu bagus ngak ada hambatan skrg kok berubah"
1,"Coba beberapa kali buat akun tidak dapat nomor verifikasi. Padahal sinyal bagus, alamat email, no hp dan pass sudah benar. Mohon ditingkatkan lagi pembangunan sistemnya agar mudah diakses masyarakat."
1,"Sistem Teknologinya Sgt Jelek & Tidak Flexible. Account saya di Aplikasi MRT-J , gagal dihubungkan dengan Metode Pembayaran E~Wallet apapun hanya karena Nomor Handphone E-Wallet berbeda dg nomor Account yg trdaftar du MRT-J. Pun jika mau dihapus akun MRT-J tdk bisa. ~ Apliasi belum matang tapi sdh dipasarkan atau go public. Sangat meresahkan.."
1,"Akun tiba2 terhapus, trus pas mau coba daftar pake email lain gabisa. Masuk lewat gmail gabisa (cuma ada tulisan 40). Tolong lah aplikasi nya dibenerin lagi. Giliran dibutuhin, malah nyusahin."
1,"Sering eror, transaksi pakai blu sudah berhasil, tapi tiket tidak muncul. Fitur doang diupdate tapi tidak berfungsi dengan baik."
1,"Tidak dapat terima OTP untuk registrasi, login via Google juga tidak bisa, Aplikasinya juga suka freeze minimal dikasih loading gitu sama FE. Bug critical kok bisa naik production ya.. QA nya kemana, Product Managernya bagaimana"
1,"Sudah pernah daftar, pakai ni aplikasi, dan di minggu berikutnya pas mau login selalu error apps. Emang beda ya rada ga niat bikin mudah segala hal. Agak super ribet error terus."
1,"pagi masih bisa login, bisa beli tiket. setelah sampai stasiun mrt lebak bulus aplikasi gak bisa kebuka 🤣👍 mau gak mau beli kartu MTT di stasiun.. rugi 11 ribu buat perjalanan ke kantor. kejadian kyk gini gak sekali 2 kali.. untung gede yaaa 🤣"
1,"Karena jika opsi pengembang android aktif , aplikasi ga bisa dipakai.. tapi kalo opsi pengembang di android ga aktif hape lelet bukan main. Dan aplikasi ini mengharuskan opsi pengembang dalam keadaan non aktif. apakah pengguna aplikasi my MRTJ ini harus pengguna iphone?"
1,"saya hanya bisa ketawa hahaha.. setelah daftar dpt point 1000, mau lengkapi data (foto ktp) sll keluar dr aplikasi. saya link kan ke gopay soal pembayaran point langsung 0. saya cek kembali pembayaran, ternyata gopay nya tdk link alias tertulis 0 dan ada iklannya lg, hahaha ini mah apk lucu2an, semoga ada perbaikan. 🙏 maaf aplikasinya saya kasih bintang 1 krn tdk bermaaf bagi saya. saya orang jkt"
1,"Tolong dong developer sediakan kembali metode pembayaran e-wallet seperti ""dana"", ""ovo"", ""gopay"" dll agar mempermudah konsumen jga, klo metode pembayaran yg sekarang banyak yg jarang pakai jadi sulit"
1,"Saya ga bisa daftar ke aplikasi, gimana si nyuruh orang beli tiket dan aksesnya pake aplikasi tapi gabisa registrasi, kalo bikin insfastruktur atau fasilitas SATU PAKET dong, jangan setengah setengah."
1,"Udah 2x beli tiket dengan gopay. Tiket ga muncul. Beli lagi saldo GO-PAY kepotong 2x, baru muncul tiket menunggu 15 menit. Sangat tidak efisien pake apps ini"
1,"Ini aplikasi MRT bukannya memudahkan malah makin ngeribetin, aplikasi nya suka error, pembelian tiket suka error. Mending lu benerin dulu deh bug nya, pengen ngomong kasar hadehhh"
1,"Sangat kecewa si dg apk dn pelayanan di wa, tidak memberikan solusi, Saran aja kdpnnya kalau org salah pemilihan tujuan hrs nya bisa di edit, trus kalau tdk di gunakan hrs nya saldo kmbali bukan malah jadi angus, pelayanan di wa hnya mau terima yang nnya saja, kalau compln tdk di tanggapi dn bahkan langsung akhiri percakapan tnpa ada info di si compln nya ... kaya nyesel banget, perasaan dulu yah bisa di ganti tuh tujuan nya skrg malah gak bisa, jujur kecewa banget si smpah"
1,Pembelian online nya semakin membagong kan... Monopoli metode pembayaran pihak tertentu... Harusnya pemerintah turun tangan nie... Secara ini kan salah satu fasilitas strategis negara..
1,"Pembayaran ribet. Pake bank cuma bisa blu dan master card, tapi pake blu gak bisa2. Pake isaku juga gak bisa. Apa tidak bisa pake pake alat pembayaran yg lebih mudah?"
1,"Masa pas mau bayar pake link aja disuruh masukin kode verifikasi yang dikirim via sms, baru juga masuk sms nya, tutup bentar app MRT buat liat kode di SMS, app MRT nya malah kembali ke beranda awal, gitu aja terus sampe gak kebayar-bayarb tu tiket"
1,"Mau daftar aja ga bisa"",,udah bbrpa hari di coba tetep ga bisa daftar juga,,udah di coba di hape dan nomer berbeda,,tapi tetep aja ga bisa!! Aplikasi aneh,,buang"" kuota aja!!!"
1,"Sebelumnya saya suka dan sering naik mrt,tapi setelah di update, E wallet dan bank yang biasa saya gunakan banyak yang di hilangkan dan sekarang hanya tersisa 3(tiga) metode pembayaran saja,saya sangat kecewa,karna hanya mempersulit konsumen,saya berharap bisa di evaluasi lagi,bank serta E wallet sebelumnya bisa di kembalikan lagi."
1,"Tolong bos, kalo release app dicek dulu internalnya, masa mau masuk aja ga bisa.. udah release aja ke publik. Mana pake review palsu buat muji2 lagi."
1,"force close sendiri ga jelas bgt, padahal abis download nyoba bentar lancar ditinggal berapa jam kemudian mulai ga jelas...benerin lah appnya biar ngesupport orang yg mau make transport umum juga,kayak appnya krl tuh bagus"
1,"Untuk info tenant, tolong infokan daftar menu dan pricelist nya.. Misalnya ketika kita klik hypr caffein, muncul daftar menu dan harga nya. Terima kasih"
1,"Ketika diinstall kembali, ternyata pilihan pembayaran sangat sedikit dan tidak familiar jadi uninstall kembali. Mohon metode pembayaran seperti dahulu yang mana sangat bervariasi."
1,Kenapa ga bisa bayar pake gopay dan ovo lagi. Bukannya dipermudah malah jadi sulit pembayaran tiket nya. Ya udah uninstall aja krn jadi ga kepake lagi aplikasinya
1,"Jeda antar kereta dari 5 menit malah jadi 10 menit. Ini malah numpuk penumpang yg nunggu di stasiun mrt dan di dalam kereta. katanya psbb ? Katanya masyarakat disuruh taat aturan psbb. Tapi manajemen mrt kok malah bikin penumpangnya numpuk, dimana lah logika nya ini manajemen mrt???!"
1,"Tidak bisa mendaftar.. tidak bisa melengkapi data diri di pengaturan akun, ribet banget padahal udh sampe download Astra sama isaku buat pembayaran.. lebih keren KAI access sayangnya naik MRT gabisa pake KAI access 😭"
1,"Gangguan kok pagi pagi di saat orang buru buru dan sedang sibuk..ga bisa malam ya gangguannya.. Kasih dong notifikasi,seperti sms blast atau WA blast biar pengguna MRT tau klo mau gangguan..nyusahin Lama2 kagak laku ni MRT"
1,"Uninstal dulu, point saya yg di app terdahulu sudah 171 point. Di tanya bisa buat apa, gak ada jawaban di ig mrt Jakarta. Pas instal yg baru, point jadi nol & dianggap pengguna tamu mulu. Tulisan kecil kolom berita & berbayang, gak ke baca."
1,"Banyak bug nya apa gimana sih, keyboard gabisa muncul, ngeklik ga jalan"" , padahal sinyal bagus, gajelas"
1,"Payah makin lama opsi pembayaran semakin sedikit, saya dari awalnya link aja, kemudian link aja tidak ada kemudian saya harus pindah ke gopay, sekarang gopay juga tidak ada, mohon di tingkatkan."
1,"Pada saat pengriman otp tidak bisa, ga ada sms sama sekaliii, tolong benerin lagi tim develope nya."
1,Gak ada masalah sebenarnya di aplikasi. Cuma kebijakan menghilangkan metode pembayaran gopay/ovo/dana per 1 juli itu kebijakan manajemen MRT paling BODOH. Gak sekalian balik ke jaman purbakala?
1,Aplikasi nya lelet banget
1,"Ngak jelas aplikasinya. Udah install, terus pas mau buat akun kode yg katanya di kirim ke no Hp ngak masuk2. Udah sampai install dan uninstall aplikasi ini 3x, tapi tetap ngak bisa buat akun."
1,"Aplikasinya payah, tidak membantu banget. Udah masukin data bener tetep j g mau.... Proses verifikasi juga ga detil, kenapa sih mesti ke sms g ke email j."
1,Nggak bisa daftar upload id
1,"Parah pembayaran ewallet dikurangin,lama2 jadi mempersulit penumpang,mending bawa kendaraan pribadi aja daripada naik tranportasi umum tapi malah dipersulit"
1,"Tidak berguna nih aplikasi, beli tiket mau pembayaran ga bisa terus"
